generation,steps_per_gen,population_size,fitness_best,fitness_mean,fitness_median,fitness_std,fitness_iqr,food_eaten_total,food_eaten_mean,survival_steps_mean,reproductions_total,params_mean,params_median,params_best,params_std,layers_mean,hidden_mean,mutation_rate,mutation_sigma,crossover_rate,selection_mode,tournament_k,seed,run_id,config_hash,git_commit
10000,1000,100,1074.0,264.79,213.0,168.98141,210.0,730,7.3,264.05,100,87.66,76.0,76,58.450394,3.04,1.04,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
11000,1000,100,1100.0,327.76,250.0,259.30243,292.0,819,8.19,325.38,100,92.36,76.0,76,87.87141,3.06,1.06,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
12000,813,100,812.0,278.17,236.5,163.14919,201.0,752,7.52,278.17,100,92.07,76.0,76,89.69063,3.06,1.06,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
13000,1000,100,1085.0,328.55,205.0,259.72012,388.0,832,8.32,326.73,100,97.3,76.0,76,100.957756,3.08,1.08,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
14000,1000,100,1037.0,265.67,193.0,206.95563,212.0,690,6.9,265.09,100,98.09,76.0,76,116.8551,3.04,1.04,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
15000,1000,100,1074.0,279.57,182.0,221.77696,261.0,801,8.01,278.14,100,120.86,76.0,76,154.5552,3.1,1.1,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
16000,1000,100,1064.0,316.3,169.5,269.78973,383.0,879,8.79,314.3,100,104.98,76.0,76,128.25874,3.06,1.06,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
17000,1000,100,1043.0,284.11,222.0,199.76468,276.0,806,8.06,283.41,100,103.32,76.0,76,117.627174,3.07,1.07,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
18000,1000,100,1099.0,354.77,237.5,266.3572,340.0,1084,10.84,351.37,100,81.51,76.0,76,45.85923,3.03,1.03,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
19000,1000,100,1084.0,291.54,201.5,208.25034,272.0,940,9.4,289.87,100,112.18,76.0,76,134.28079,3.07,1.07,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
20000,1000,100,1093.0,266.98,190.0,200.81825,211.0,678,6.78,266.05,100,104.02,76.0,76,116.724396,3.08,1.08,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
21000,1000,100,1094.0,309.54,244.0,223.77936,325.0,896,8.96,308.0,100,96.13,76.0,76,97.464,3.05,1.05,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
22000,1000,100,1065.0,328.84,168.0,308.20517,274.0,924,9.24,324.93,100,90.31,76.0,76,76.216225,3.05,1.05,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
23000,1000,100,1072.0,326.86,250.0,240.53412,350.0,948,9.48,325.78,100,89.33,76.0,76,75.71102,3.04,1.04,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
24000,1000,100,1075.0,354.61,256.5,274.09637,370.0,1156,11.56,351.73,100,80.7,76.0,76,48.606487,3.01,1.01,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
25000,1000,100,1079.0,308.02,214.0,233.97128,275.0,963,9.63,306.96,100,93.68,76.0,76,87.82154,3.04,1.04,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
26000,755,100,754.0,305.63,221.5,195.61243,352.0,952,9.52,305.63,100,110.73,76.0,76,135.99417,3.09,1.09,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
27000,917,100,916.0,213.06,161.5,131.23886,122.0,548,5.48,213.06,100,89.03,76.0,76,83.56495,3.03,1.03,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
28000,1000,100,1068.0,264.75,201.0,204.02672,198.0,684,6.84,263.46,100,90.49,76.0,76,100.958916,3.02,1.02,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
29000,1000,100,1075.0,302.53,245.0,213.46065,233.0,835,8.35,301.78,100,89.61,76.0,76,80.423485,3.03,1.03,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
30000,1000,100,1087.0,298.66,219.0,207.621,264.0,818,8.18,296.97,100,81.38,76.0,76,43.202656,3.02,1.02,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
31000,1000,100,1097.0,314.91,174.0,268.40527,317.0,816,8.16,311.4,100,100.44,76.0,76,119.7324,3.04,1.04,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
32000,1000,100,1092.0,244.2,160.0,198.02989,213.0,613,6.13,243.28,100,95.08,76.0,76,96.1171,3.04,1.04,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
33000,793,100,792.0,237.44,181.0,145.78665,182.0,607,6.07,237.44,100,104.71,76.0,76,134.06331,3.06,1.06,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
34000,1000,100,1095.0,256.02,160.0,220.25891,176.0,621,6.21,254.53,100,98.33,76.0,76,94.20285,3.07,1.07,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
35000,1000,100,1073.0,309.44,218.5,231.12527,292.0,895,8.95,308.71,100,88.29,76.0,76,79.64201,3.03,1.03,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
36000,1000,100,1052.0,290.22,193.0,216.10884,277.0,745,7.45,289.7,100,110.24,76.0,76,130.70403,3.07,1.07,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
37000,1000,100,1070.0,293.33,182.0,242.32089,290.0,845,8.45,291.48,100,104.59,76.0,76,127.61487,3.06,1.06,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
38000,1000,100,1088.0,305.69,228.5,220.40967,242.0,900,9.0,304.76,100,94.76,76.0,76,85.93941,3.05,1.05,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
39000,1000,100,1058.0,357.87,262.5,272.07166,357.0,1074,10.74,356.52,100,87.75,76.0,76,81.96662,3.03,1.03,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
40000,1000,100,1098.0,289.16,192.5,224.81302,280.0,852,8.52,287.25,100,91.81,76.0,76,87.213936,3.05,1.05,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
41000,1000,100,1043.0,355.08,257.0,237.48518,370.0,1193,11.93,354.65,100,91.91,76.0,76,85.928116,3.06,1.06,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
42000,1000,100,1082.0,311.08,221.5,252.13234,259.0,1021,10.21,307.55,100,95.2,76.0,76,100.30424,3.04,1.04,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
43000,1000,100,1068.0,335.55,180.5,267.11176,471.0,1145,11.45,334.32,100,98.56,76.0,76,115.599625,3.05,1.05,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
44000,1000,100,1086.0,366.56,225.5,299.1486,467.0,1293,12.93,363.2,100,115.0,76.0,76,126.5966,3.1,1.1,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
45000,1000,100,1092.0,220.25,144.0,195.55544,128.0,612,6.12,219.15,100,81.16,76.0,76,32.071075,3.02,1.02,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
46000,1000,100,1092.0,284.07,234.0,200.82959,191.0,887,8.87,283.15,100,97.05,76.0,76,86.06818,3.07,1.07,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
47000,1000,100,1045.0,302.15,191.0,262.79816,250.0,904,9.04,300.3,100,96.92,76.0,76,102.804085,3.05,1.05,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
48000,1000,100,1078.0,348.18,301.0,239.51138,338.0,1002,10.02,346.24,100,93.21,76.0,76,86.5572,3.05,1.05,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
49000,1000,100,1086.0,332.68,231.0,267.1402,364.0,1024,10.24,331.46,100,88.13,76.0,76,87.781586,3.02,1.02,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
50000,1000,100,1097.0,348.55,271.5,266.6579,422.0,1058,10.58,345.15,100,93.98,76.0,76,90.942276,3.05,1.05,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
51000,1000,100,1095.0,349.13,295.0,234.48463,335.0,999,9.99,346.43,100,106.39,76.0,76,111.89316,3.08,1.08,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
52000,1000,100,1086.0,310.38,202.0,238.23572,329.0,932,9.32,308.71,100,101.29,76.0,76,106.71358,3.06,1.06,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
53000,1000,100,1074.0,294.12,224.5,221.97047,266.0,827,8.27,293.38,100,88.95,76.0,76,84.68152,3.03,1.03,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
54000,1000,100,1033.0,249.35,161.5,181.71034,195.0,640,6.4,249.02,100,96.74,76.0,76,104.8088,3.05,1.05,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
55000,1000,100,1075.0,281.77,230.0,191.4688,198.0,794,7.94,281.02,100,101.66,76.0,76,133.50084,3.05,1.05,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
56000,1000,100,1091.0,272.49,207.0,197.49467,229.0,711,7.11,271.58,100,91.72,76.0,76,98.50617,3.03,1.03,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
57000,1000,100,1084.0,278.54,160.0,237.15123,256.0,712,7.12,277.32,100,99.06,76.0,76,109.110344,3.07,1.07,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
58000,874,100,873.0,306.11,254.5,215.21954,303.0,824,8.24,306.11,100,102.94,76.0,76,122.408844,3.05,1.05,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
59000,1000,100,1080.0,310.44,199.0,233.5638,308.0,836,8.36,309.01,100,114.89,76.0,76,147.3289,3.08,1.08,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
60000,1000,100,1093.0,306.54,217.5,232.92963,253.0,834,8.34,304.76,100,93.48,76.0,76,102.587746,3.04,1.04,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
61000,1000,100,1084.0,299.98,207.5,226.43843,267.0,870,8.7,298.67,100,108.14,76.0,76,141.16428,3.06,1.06,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
62000,914,100,913.0,235.44,166.0,178.55319,142.0,584,5.84,235.44,100,88.81,76.0,76,86.871254,3.03,1.03,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
63000,1000,100,1008.0,334.58,245.0,247.51735,406.0,1005,10.05,334.5,100,96.67,76.0,76,89.89005,3.05,1.05,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
64000,1000,100,1098.0,533.77,514.0,324.2875,581.0,2223,22.23,525.36,100,95.01,76.0,76,97.23881,3.06,1.06,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
65000,1000,100,1099.0,516.0,493.5,373.53876,781.0,2132,21.32,500.35,100,112.42,76.0,76,137.3049,3.07,1.07,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
66000,1000,100,1096.0,627.83,609.0,344.90103,725.0,2442,24.42,610.08,100,87.83,76.0,76,72.14803,3.03,1.03,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
67000,1000,100,1097.0,555.25,530.5,354.95547,716.0,2010,20.1,543.91,100,86.15,76.0,76,60.198284,3.07,1.07,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
68000,1000,100,1099.0,492.35,392.5,343.60635,622.0,1937,19.37,481.85,100,98.94,76.0,76,108.820946,3.06,1.06,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
69000,1000,100,1100.0,599.75,642.0,348.00293,679.0,2355,23.55,584.33,100,99.77,76.0,76,109.67193,3.05,1.05,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
70000,1000,100,1097.0,406.2,262.0,297.61795,373.0,1299,12.99,401.41,100,95.5,76.0,76,97.19573,3.06,1.06,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
71000,1000,100,1100.0,621.12,610.5,349.7035,668.0,2358,23.58,604.34,100,97.62,76.0,76,101.86788,3.05,1.05,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
72000,1000,100,1083.0,557.6,546.5,299.2433,482.0,1967,19.67,551.42,100,78.68,76.0,76,24.369625,3.01,1.01,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
73000,1000,100,1097.0,596.16,544.5,376.58804,807.0,2272,22.72,577.99,100,103.77,76.0,76,124.494644,3.05,1.05,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
74000,1000,100,1100.0,635.75,651.0,389.92438,817.0,2382,23.82,611.39,100,106.8,76.0,76,140.99323,3.05,1.05,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
75000,1000,100,1096.0,561.0,565.0,355.39047,735.0,2089,20.89,548.06,100,83.94,76.0,76,55.8964,3.02,1.02,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
76000,1000,100,1099.0,589.37,569.5,338.3953,604.0,2153,21.53,578.44,100,98.67,76.0,76,104.69925,3.06,1.06,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
77000,1000,100,1098.0,577.14,552.5,350.64114,694.0,2287,22.87,566.79,100,93.81,76.0,76,102.29012,3.04,1.04,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
78000,1000,100,1100.0,598.02,617.0,341.45102,659.0,2595,25.95,583.85,100,93.31,76.0,76,81.00684,3.06,1.06,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
79000,1000,100,1100.0,609.89,551.0,335.93564,653.0,2690,26.9,594.44,100,83.41,76.0,76,59.92529,3.03,1.03,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
80000,1000,100,1100.0,733.64,881.0,323.5666,544.0,2840,28.4,717.1,100,75.82,76.0,76,4.2175345,3.0,1.0,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
81000,1000,100,1100.0,519.57,499.5,319.99615,539.0,2289,22.89,509.13,100,86.83,76.0,76,72.44433,3.03,1.03,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
82000,1000,100,1100.0,626.02,595.5,354.28613,725.0,3250,32.5,606.25,100,86.78,76.0,76,64.30595,3.03,1.03,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
83000,1000,100,1099.0,726.0,795.0,360.10052,660.0,3357,33.57,695.4,100,85.72,76.0,76,71.84998,3.02,1.02,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
84000,1000,100,1100.0,556.17,471.0,351.02438,693.0,2369,23.69,541.04,100,118.1,76.0,76,152.35452,3.09,1.09,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
85000,1000,100,1100.0,734.53,876.5,360.84183,645.0,3340,33.4,706.37,100,82.99,76.0,76,61.84383,3.01,1.01,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
86000,1000,100,1100.0,642.16,645.0,363.64172,714.0,2978,29.78,621.84,100,83.29,76.0,76,54.439976,3.03,1.03,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
87000,1000,100,1096.0,483.61,362.0,332.47125,588.0,1664,16.64,476.57,100,96.74,76.0,76,100.611015,3.07,1.07,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
88000,1000,100,1100.0,681.57,731.0,371.399,772.0,2769,27.69,652.93,100,98.03,76.0,76,128.65648,3.03,1.03,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
89000,1000,100,1099.0,535.99,515.5,385.66962,810.0,2098,20.98,520.41,100,106.05,76.0,76,132.56871,3.06,1.06,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
90000,1000,100,1099.0,533.0,480.5,338.12888,590.0,2178,21.78,520.13,100,87.31,76.0,76,67.02919,3.04,1.04,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
91000,1000,100,1100.0,805.26,1034.5,356.65088,473.0,4040,40.4,763.65,100,94.47,76.0,76,105.480644,3.03,1.03,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
92000,1000,100,1098.0,649.51,727.0,385.66763,816.0,2847,28.47,624.31,100,83.9,76.0,76,60.346405,3.03,1.03,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
93000,1000,100,1099.0,696.21,732.5,377.59833,785.0,3152,31.52,666.85,100,86.01,76.0,76,58.57681,3.05,1.05,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
94000,1000,100,1099.0,697.96,866.5,391.82788,872.0,3228,32.28,667.58,100,88.53,76.0,76,71.88329,3.04,1.04,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
95000,1000,100,1100.0,621.37,588.0,376.83807,802.0,2859,28.59,598.56,100,95.45,76.0,76,103.438805,3.05,1.05,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
96000,1000,100,1100.0,730.15,922.5,377.5435,733.0,3332,33.32,695.91,100,102.27,76.0,76,125.67325,3.05,1.05,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
97000,1000,100,1100.0,607.53,571.5,381.15463,830.0,2946,29.46,588.34,100,81.88,76.0,76,44.699745,3.02,1.02,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
98000,1000,100,1100.0,620.89,673.5,352.4506,681.0,2558,25.58,605.92,100,85.21,76.0,76,60.560734,3.04,1.04,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
99000,1000,100,1098.0,605.68,590.0,339.32632,595.0,2527,25.27,590.76,100,113.22,76.0,76,148.40298,3.06,1.06,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
100000,1000,100,1096.0,522.76,457.5,333.96072,557.0,2057,20.57,511.55,0,96.01,76.0,76,97.67326,3.07,1.07,0.1,0.2,,Roulette,,1,1770935433-1,35bccafd9310219f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
