generation,steps_per_gen,population_size,fitness_best,fitness_mean,fitness_median,fitness_std,fitness_iqr,food_eaten_total,food_eaten_mean,survival_steps_mean,reproductions_total,params_mean,params_median,params_best,params_std,layers_mean,hidden_mean,mutation_rate,mutation_sigma,crossover_rate,selection_mode,tournament_k,seed,run_id,config_hash,git_commit
10000,619,100,618.0,194.69,160.0,108.04442,94.0,382,3.82,194.69,100,532.29,499.0,499,297.67273,3.99,1.99,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
11000,1000,100,1036.0,231.63,181.5,159.03049,150.0,518,5.18,231.27,100,540.8,499.0,499,330.16614,3.99,1.99,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
12000,433,100,432.0,196.81,183.5,83.72128,116.0,393,3.93,196.81,100,513.64,499.0,499,133.10399,4.01,2.01,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
13000,547,100,546.0,193.52,177.5,80.05717,97.0,377,3.77,193.52,100,497.27,499.0,499,30.033592,3.98,1.98,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
14000,397,100,396.0,184.88,160.0,74.74226,111.0,351,3.51,184.88,100,524.97,499.0,499,231.0944,3.99,1.99,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
15000,680,100,679.0,183.8,160.0,97.44567,97.0,344,3.44,183.8,100,520.73,499.0,499,178.96277,4.01,2.01,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
16000,856,100,855.0,218.91,174.0,142.54565,127.0,474,4.74,218.91,100,527.22,499.0,499,231.71034,4.02,2.02,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
17000,690,100,689.0,216.81,181.5,126.026405,123.0,477,4.77,216.81,100,579.46,499.0,499,409.2467,4.02,2.02,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
18000,850,100,849.0,223.75,163.5,148.81818,116.0,530,5.3,223.75,100,530.69,499.0,499,225.04663,4.0,2.0,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
19000,1000,100,1035.0,203.0,183.5,121.185394,103.0,413,4.13,202.65,100,502.12,499.0,499,112.464645,3.99,1.99,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
20000,1000,100,1062.0,241.47,192.0,156.31355,166.0,553,5.53,240.85,100,492.41,499.0,499,188.19252,3.95,1.95,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
21000,733,100,732.0,232.67,190.0,126.487946,164.0,529,5.29,232.67,100,516.44,499.0,499,144.68884,4.0,2.0,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
22000,975,100,974.0,292.81,248.0,191.28636,283.0,750,7.5,292.81,100,522.74,499.0,499,234.56026,4.02,2.02,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
23000,1000,100,1100.0,250.34,187.0,187.25534,162.0,640,6.4,249.34,100,554.38,499.0,499,370.20773,4.0,2.0,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
24000,1000,100,1086.0,365.3,260.5,267.2453,361.0,1165,11.65,363.23,100,553.63,499.0,499,344.76703,4.01,2.01,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
25000,758,100,757.0,250.57,189.0,144.37288,184.0,624,6.24,250.57,100,518.88,499.0,499,217.93529,4.0,2.0,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
26000,900,100,899.0,286.54,260.5,176.25981,247.0,804,8.04,286.54,100,518.18,499.0,499,200.41531,3.99,1.99,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
27000,1000,100,1018.0,318.39,254.0,199.55888,272.0,994,9.94,318.21,100,531.84,499.0,499,251.38126,4.03,2.03,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
28000,1000,100,1072.0,224.57,170.5,149.96555,166.0,535,5.35,223.85,100,564.62,499.0,499,322.72284,4.04,2.04,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
29000,804,100,803.0,238.83,190.0,132.48419,182.0,556,5.56,238.83,100,538.76,499.0,499,258.7194,4.01,2.01,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
30000,1000,100,1051.0,309.62,236.0,212.8325,240.0,864,8.64,308.76,100,495.09,499.0,499,72.023865,3.98,1.98,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
31000,1000,100,1023.0,241.42,190.0,152.93875,156.0,586,5.86,241.19,100,508.13,499.0,499,230.52904,4.0,2.0,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
32000,1000,100,1066.0,359.35,304.5,230.72911,215.0,1004,10.04,358.35,100,487.96,499.0,499,118.563385,3.97,1.97,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
33000,932,100,931.0,276.79,243.0,165.82275,212.0,697,6.97,276.79,100,503.45,499.0,499,76.38833,4.0,2.0,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
34000,453,100,452.0,189.63,166.0,81.09705,117.0,358,3.58,189.63,100,543.32,499.0,499,272.20117,4.02,2.02,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
35000,711,100,710.0,221.72,190.0,125.98834,132.0,472,4.72,221.72,100,539.4,499.0,499,331.1329,4.0,2.0,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
36000,871,100,870.0,229.44,190.0,134.66293,161.0,512,5.12,229.44,100,504.78,499.0,499,174.38028,3.98,1.98,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
37000,1000,100,1020.0,280.0,209.0,203.89551,223.0,763,7.63,279.73,100,517.68,499.0,499,192.7727,3.99,1.99,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
38000,1000,100,1061.0,321.06,267.0,201.197,306.0,907,9.07,320.45,100,521.47,499.0,499,218.6201,4.04,2.04,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
39000,893,100,892.0,282.81,221.5,175.01175,241.0,806,8.06,282.81,100,563.41,499.0,499,347.29544,4.03,2.03,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
40000,1000,100,1099.0,351.1,250.0,253.55734,304.0,1236,12.36,348.86,100,501.9,499.0,499,105.59549,3.99,1.99,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
41000,1000,100,1045.0,354.99,325.0,209.31157,327.0,1143,11.43,354.54,100,570.71,499.0,499,393.06845,4.03,2.03,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
42000,1000,100,1100.0,325.02,258.0,242.8376,280.0,928,9.28,322.55,100,581.99,499.0,499,403.5602,4.03,2.03,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
43000,1000,100,1028.0,354.11,311.5,217.06924,314.0,1069,10.69,353.83,100,490.51,499.0,499,58.860996,3.97,1.97,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
44000,1000,100,1085.0,416.47,357.0,254.68005,265.0,1329,13.29,413.7,100,500.32,499.0,499,235.58817,3.95,1.95,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
45000,1000,100,1089.0,365.95,274.0,278.13443,292.0,1035,10.35,362.01,100,549.35,499.0,499,319.87854,4.03,2.03,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
46000,1000,100,1078.0,345.4,265.0,248.54742,308.0,998,9.98,343.49,100,520.28,499.0,499,242.57347,3.99,1.99,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
47000,1000,100,1086.0,322.54,218.0,259.65002,300.0,894,8.94,320.09,100,523.28,499.0,499,189.55212,4.01,2.01,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
48000,1000,100,1081.0,294.42,206.0,229.27094,246.0,755,7.55,293.54,100,548.36,499.0,499,303.36337,4.01,2.01,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
49000,1000,100,1093.0,278.23,199.0,214.99736,204.0,756,7.56,275.76,100,544.42,499.0,499,280.2968,4.0,2.0,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
50000,1000,100,1066.0,347.18,304.5,200.60844,321.0,988,9.88,346.52,100,510.19,499.0,499,139.6353,3.98,1.98,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
51000,1000,100,1065.0,366.95,280.5,259.70682,353.0,1064,10.64,365.65,100,524.09,499.0,499,250.75597,3.99,1.99,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
52000,1000,100,1076.0,361.49,245.0,266.75082,359.0,1067,10.67,358.71,100,506.91,499.0,499,220.40726,3.96,1.96,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
53000,1000,100,1047.0,327.62,252.5,207.84286,270.0,930,9.3,326.81,100,516.37,499.0,499,253.42738,3.98,1.98,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
54000,1000,100,1080.0,323.27,247.5,220.01984,317.0,1044,10.44,321.9,100,504.32,499.0,499,164.01271,3.98,1.98,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
55000,1000,100,1051.0,360.55,323.0,219.04689,307.0,1188,11.88,359.6,100,492.0,499.0,499,32.54228,3.99,1.99,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
56000,1000,100,1076.0,377.41,306.5,255.8931,365.0,1263,12.63,375.01,100,535.36,499.0,499,184.9791,4.05,2.05,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
57000,1000,100,1100.0,380.87,289.5,265.10425,294.0,1248,12.48,377.89,100,545.03,499.0,499,303.1724,4.02,2.02,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
58000,1000,100,1098.0,329.24,261.5,233.52672,303.0,1055,10.55,326.64,100,499.83,499.0,499,130.1821,3.97,1.97,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
59000,1000,100,1069.0,381.65,310.0,258.99423,384.0,1277,12.77,379.48,100,528.39,499.0,499,305.00967,4.0,2.0,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
60000,1000,100,1091.0,351.93,290.5,234.597,272.0,1180,11.8,348.35,100,509.43,499.0,499,231.77788,3.98,1.98,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
61000,1000,100,1089.0,378.05,297.5,271.0208,277.0,1154,11.54,374.33,100,488.44,499.0,499,62.412823,4.0,2.0,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
62000,967,100,966.0,330.36,248.0,223.46492,345.0,964,9.64,330.36,100,556.66,499.0,499,386.96796,3.99,1.99,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
63000,1000,100,1090.0,256.87,183.0,184.84258,180.0,676,6.76,255.97,100,550.55,499.0,499,267.2204,4.05,2.05,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
64000,1000,100,1091.0,397.71,340.0,253.99466,372.0,1270,12.7,395.17,100,491.02,499.0,499,64.94569,3.99,1.99,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
65000,1000,100,1097.0,451.81,402.5,291.65707,424.0,1577,15.77,447.89,100,507.4,499.0,499,145.2753,3.99,1.99,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
66000,979,100,978.0,264.62,182.5,199.61696,206.0,711,7.11,264.62,100,578.23,499.0,499,399.47018,4.03,2.03,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
67000,1000,100,1057.0,287.12,220.0,191.84532,273.0,812,8.12,286.55,100,560.86,499.0,499,330.70352,4.02,2.02,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
68000,924,100,923.0,251.6,220.0,151.69995,231.0,683,6.83,251.6,100,499.35,499.0,499,113.08506,4.01,2.01,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
69000,983,100,982.0,266.23,200.0,161.97894,228.0,646,6.46,266.23,100,554.68,499.0,499,310.05835,4.03,2.03,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
70000,1000,100,1088.0,236.47,160.0,160.06706,159.0,584,5.84,235.59,100,562.74,499.0,499,321.76245,4.04,2.04,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
71000,975,100,974.0,242.44,150.5,185.94919,211.0,594,5.94,242.44,100,504.02,499.0,499,251.4195,3.96,1.96,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
72000,1000,100,1069.0,321.39,220.0,237.11388,343.0,901,9.01,319.74,100,490.44,499.0,499,48.59741,3.98,1.98,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
73000,1000,100,1088.0,246.24,213.0,165.33955,150.0,588,5.88,245.36,100,559.89,499.0,499,379.73297,4.03,2.03,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
74000,1000,100,1051.0,329.85,280.0,233.18497,266.0,910,9.1,328.52,100,514.69,499.0,499,210.26186,4.0,2.0,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
75000,1000,100,1080.0,280.47,237.0,191.98256,183.0,800,8.0,279.67,100,561.4,499.0,499,277.04672,4.06,2.06,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
76000,1000,100,1096.0,295.93,220.0,219.51855,279.0,846,8.46,293.78,100,557.02,499.0,499,311.46106,4.03,2.03,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
77000,891,100,890.0,260.89,191.5,181.848,230.0,644,6.44,260.89,100,571.49,499.0,499,384.29892,4.02,2.02,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
78000,1000,100,1064.0,282.17,185.0,206.48581,274.0,692,6.92,281.53,100,553.51,499.0,499,345.98312,4.03,2.03,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
79000,827,100,826.0,243.35,164.5,177.82278,207.0,575,5.75,243.35,100,545.48,499.0,499,264.67407,4.0,2.0,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
80000,1000,100,1030.0,308.51,243.5,212.59421,283.0,835,8.35,308.21,100,500.86,499.0,499,16.1028,4.0,2.0,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
81000,1000,100,1080.0,321.97,250.5,227.84418,277.0,856,8.56,320.82,100,523.74,499.0,499,194.45445,4.02,2.02,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
82000,1000,100,1097.0,312.68,226.5,243.07143,288.0,822,8.22,311.07,100,553.56,499.0,499,324.62015,4.04,2.04,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
83000,1000,100,1084.0,216.76,174.0,161.23012,133.0,458,4.58,215.92,100,538.08,499.0,499,273.77972,4.02,2.02,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
84000,1000,100,1047.0,294.68,239.0,185.63773,271.0,819,8.19,294.21,100,549.68,499.0,499,290.37796,4.02,2.02,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
85000,1000,100,1073.0,308.23,233.0,200.77884,289.0,876,8.76,307.5,100,503.86,499.0,499,158.33664,3.98,1.98,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
86000,941,100,940.0,236.53,196.5,163.66098,103.0,601,6.01,236.53,100,495.52,499.0,499,143.22722,3.98,1.98,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
87000,969,100,968.0,284.15,233.0,186.3877,250.0,757,7.57,284.15,100,520.37,499.0,499,172.63956,4.01,2.01,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
88000,823,100,822.0,237.83,188.5,153.80469,164.0,565,5.65,237.83,100,513.43,499.0,499,205.96523,3.98,1.98,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
89000,847,100,846.0,256.49,212.0,165.005,172.0,638,6.38,256.49,100,503.82,499.0,499,202.2392,3.96,1.96,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
90000,805,100,804.0,220.53,197.5,111.69293,160.0,510,5.1,220.53,100,504.25,499.0,499,105.235985,3.99,1.99,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
91000,594,100,593.0,230.97,191.5,116.84559,158.0,563,5.63,230.97,100,504.59,499.0,499,267.129,3.97,1.97,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
92000,1000,100,1083.0,241.85,185.0,197.11816,120.0,564,5.64,240.0,100,530.7,499.0,499,311.03445,3.98,1.98,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
93000,1000,100,1100.0,356.6,281.0,235.45016,255.0,1103,11.03,354.61,100,525.97,499.0,499,224.22263,4.02,2.02,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
94000,1000,100,1072.0,322.06,237.0,227.08437,271.0,907,9.07,320.13,100,552.75,499.0,499,301.52368,4.03,2.03,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
95000,1000,100,1079.0,391.28,319.5,257.21985,440.0,1283,12.83,389.9,100,496.26,499.0,499,126.61007,3.96,1.96,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
96000,1000,100,1089.0,329.68,251.0,221.88193,259.0,1013,10.13,328.1,100,552.38,499.0,499,311.1445,4.02,2.02,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
97000,1000,100,1013.0,315.51,255.5,194.44113,238.0,899,8.99,315.38,100,517.46,499.0,499,188.76663,4.0,2.0,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
98000,1000,100,1068.0,321.47,250.0,222.88475,239.0,990,9.9,320.29,100,494.72,499.0,499,168.03789,3.96,1.96,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
99000,1000,100,1090.0,316.73,194.0,268.37872,363.0,938,9.38,313.25,100,526.0,499.0,499,271.35672,3.99,1.99,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
100000,1000,100,1014.0,273.75,200.0,182.30345,212.0,704,7.04,273.61,0,510.68,499.0,499,144.77086,3.99,1.99,0.1,0.2,,Roulette,,50,1770989743-50,036b4a7e037fa26f,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
