generation,steps_per_gen,population_size,fitness_best,fitness_mean,fitness_median,fitness_std,fitness_iqr,food_eaten_total,food_eaten_mean,survival_steps_mean,reproductions_total,params_mean,params_median,params_best,params_std,layers_mean,hidden_mean,mutation_rate,mutation_sigma,crossover_rate,selection_mode,tournament_k,seed,run_id,config_hash,git_commit
10000,1000,100,1070.0,262.77,162.0,186.2334,234.0,608,6.08,262.07,100,100.54,76.0,76,122.77939,3.04,1.04,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
11000,1000,100,1086.0,312.74,223.5,221.7809,303.0,782,7.82,311.88,100,77.93,76.0,76,14.833241,3.03,1.03,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
12000,1000,100,1083.0,298.3,195.5,221.23555,296.0,829,8.29,297.04,100,127.69,76.0,76,179.30023,3.09,1.09,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
13000,1000,100,1088.0,302.95,191.0,265.7164,180.0,872,8.72,300.74,100,115.7,76.0,76,142.24622,3.1,1.1,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
14000,1000,100,1089.0,315.6,244.0,241.45435,301.0,807,8.07,314.01,100,123.23,76.0,76,151.8549,3.12,1.12,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
15000,1000,100,1070.0,311.62,246.5,231.94205,261.0,764,7.64,309.01,100,102.09,76.0,76,118.4823,3.05,1.05,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
16000,1000,100,1049.0,271.44,190.0,206.10185,211.0,660,6.6,270.95,100,109.91,76.0,76,140.11784,3.06,1.06,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
17000,1000,100,1083.0,268.39,188.5,208.4018,213.0,644,6.44,267.56,100,85.68,76.0,76,75.18228,3.03,1.03,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
18000,1000,100,1092.0,315.46,220.0,255.4544,266.0,812,8.12,313.2,100,88.19,76.0,76,72.64102,3.06,1.06,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
19000,779,100,778.0,195.9,137.0,136.01292,149.0,360,3.6,195.9,100,77.99,76.0,76,17.477713,3.01,1.01,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
20000,1000,100,1009.0,258.67,188.0,180.29886,219.0,595,5.95,258.58,100,85.2,76.0,76,65.43551,3.02,1.02,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
21000,1000,100,1075.0,293.98,220.0,205.21936,282.0,695,6.95,293.01,100,87.57,76.0,76,74.78001,3.03,1.03,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
22000,1000,100,1096.0,384.23,309.0,272.91013,349.0,1049,10.49,380.48,100,108.69,76.0,76,134.30045,3.06,1.06,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
23000,1000,100,1053.0,284.68,169.5,217.81694,274.0,701,7.01,284.15,100,86.67,76.0,76,61.934624,3.06,1.06,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
24000,1000,100,1099.0,387.98,246.0,323.63068,508.0,1083,10.83,381.83,100,80.06,76.0,76,39.727028,3.01,1.01,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
25000,1000,100,1092.0,333.92,250.0,241.5305,329.0,855,8.55,331.71,100,88.84,76.0,76,76.36348,3.03,1.03,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
26000,730,100,729.0,244.48,172.0,160.05202,185.0,581,5.81,244.48,100,93.21,76.0,76,94.466545,3.05,1.05,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
27000,1000,100,1080.0,303.14,190.0,235.4619,367.0,758,7.58,301.57,100,91.66,76.0,76,95.60363,3.04,1.04,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
28000,1000,100,1078.0,326.75,221.0,245.86432,252.0,814,8.14,324.85,100,98.12,76.0,76,128.70996,3.03,1.03,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
29000,1000,100,1071.0,306.52,203.0,239.11618,302.0,764,7.64,305.17,100,78.76,76.0,76,27.353285,3.01,1.01,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
30000,906,100,905.0,366.85,313.5,202.1699,271.0,1018,10.18,366.85,100,100.3,76.0,76,107.72676,3.06,1.06,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
31000,893,100,892.0,242.05,160.0,179.59366,166.0,510,5.1,242.05,100,107.63,76.0,76,120.952835,3.08,1.08,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
32000,1000,100,1070.0,298.12,250.0,208.7854,261.0,705,7.05,296.98,100,97.33,76.0,76,101.159134,3.04,1.04,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
33000,1000,100,1094.0,337.41,220.0,276.33923,291.0,923,9.23,335.08,100,95.46,76.0,76,104.39411,3.04,1.04,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
34000,1000,100,1054.0,308.08,212.5,229.56721,312.0,762,7.62,307.54,100,97.87,76.0,76,104.367645,3.05,1.05,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
35000,1000,100,1046.0,281.59,217.0,193.04997,202.0,685,6.85,281.13,100,89.57,76.0,76,90.414474,3.03,1.03,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
36000,1000,100,1051.0,243.36,160.0,212.29208,158.0,606,6.06,242.34,100,95.21,76.0,76,95.16254,3.05,1.05,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
37000,963,100,962.0,299.78,190.0,205.75462,282.0,750,7.5,299.78,100,99.75,76.0,76,124.33689,3.04,1.04,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
38000,1000,100,1068.0,301.14,219.5,227.23076,290.0,724,7.24,300.46,100,87.3,76.0,76,72.885185,3.06,1.06,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
39000,1000,100,1077.0,306.66,250.0,219.95203,284.0,769,7.69,305.35,100,82.9,76.0,76,46.064625,3.04,1.04,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
40000,1000,100,1090.0,379.53,318.0,266.0133,470.0,1023,10.23,376.73,100,90.76,76.0,76,63.036827,3.06,1.06,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
41000,1000,100,1089.0,284.43,209.0,216.653,210.0,675,6.75,283.54,100,87.48,76.0,76,68.94637,3.05,1.05,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
42000,1000,100,1074.0,278.9,193.5,227.65948,192.0,650,6.5,276.92,100,104.86,76.0,76,124.22779,3.07,1.07,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
43000,1000,100,1097.0,341.45,289.0,232.20508,312.0,870,8.7,339.42,100,98.71,76.0,76,127.78054,3.03,1.03,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
44000,1000,100,1100.0,319.72,217.0,260.3239,292.0,809,8.09,316.83,100,93.03,76.0,76,103.7036,3.04,1.04,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
45000,1000,100,1078.0,286.28,220.0,207.68573,232.0,686,6.86,285.5,100,104.45,76.0,76,121.29125,3.06,1.06,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
46000,1000,100,1085.0,270.34,185.5,196.8413,240.0,642,6.42,269.49,100,82.11,76.0,76,57.13005,3.04,1.04,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
47000,1000,100,1040.0,260.33,216.5,176.75633,244.0,623,6.23,259.93,100,112.42,76.0,76,142.26315,3.08,1.08,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
48000,1000,100,1099.0,285.91,241.5,180.41713,236.0,686,6.86,284.92,100,92.59,76.0,76,99.2753,3.03,1.03,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
49000,1000,100,1079.0,282.03,190.0,206.25963,216.0,732,7.32,281.24,100,92.15,76.0,76,88.792564,3.04,1.04,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
50000,1000,100,1066.0,327.93,244.5,227.62589,227.0,894,8.94,326.86,100,111.96,76.0,76,148.8133,3.06,1.06,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
51000,777,100,776.0,261.28,169.5,178.1114,263.0,617,6.17,261.28,100,98.62,76.0,76,117.764824,3.05,1.05,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
52000,1000,100,1095.0,309.05,257.0,223.44705,299.0,891,8.91,306.68,100,116.41,76.0,76,156.41751,3.08,1.08,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
53000,1000,100,1040.0,255.96,146.5,214.24419,167.0,652,6.52,255.56,100,89.07,76.0,76,78.07535,3.03,1.03,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
54000,1000,100,1094.0,323.4,222.0,248.75275,361.0,1053,10.53,321.74,100,106.49,76.0,76,131.17133,3.06,1.06,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
55000,1000,100,1074.0,435.86,383.5,292.5736,510.0,1322,13.22,433.26,100,93.51,76.0,76,98.19822,3.03,1.03,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
56000,1000,100,1084.0,377.88,301.0,274.61673,342.0,1308,13.08,373.82,100,98.39,76.0,76,103.57004,3.07,1.07,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
57000,1000,100,1074.0,351.69,248.5,260.7616,442.0,1002,10.02,350.54,100,104.21,76.0,76,105.76907,3.07,1.07,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
58000,1000,100,1099.0,362.89,196.0,302.6991,459.0,1121,11.21,359.58,100,110.38,76.0,76,142.43774,3.06,1.06,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
59000,1000,100,1100.0,320.86,259.0,233.55089,350.0,1002,10.02,319.86,100,102.03,76.0,76,127.66806,3.05,1.05,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
60000,1000,100,1087.0,304.24,227.5,226.26768,287.0,931,9.31,303.23,100,88.96,76.0,76,70.57595,3.04,1.04,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
61000,1000,100,1096.0,296.15,233.5,203.38084,271.0,774,7.74,294.35,100,95.43,76.0,76,109.81831,3.03,1.03,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
62000,1000,100,1082.0,284.14,218.5,222.81548,212.0,695,6.95,281.72,100,85.73,76.0,76,62.796055,3.05,1.05,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
63000,1000,100,1097.0,399.02,376.0,257.58905,443.0,1384,13.84,398.05,100,77.82,76.0,76,21.935535,3.02,1.02,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
64000,1000,100,1091.0,373.06,302.5,283.4973,353.0,1154,11.54,370.57,100,92.2,76.0,76,89.97965,3.05,1.05,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
65000,1000,100,1090.0,348.51,298.5,269.78647,311.0,1010,10.1,343.47,100,85.95,76.0,76,63.957382,3.03,1.03,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
66000,1000,100,1088.0,340.99,259.5,247.68826,356.0,946,9.46,339.65,100,94.7,76.0,76,109.43665,3.03,1.03,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
67000,1000,100,1088.0,337.16,242.0,263.14185,316.0,935,9.35,334.25,100,98.12,76.0,76,107.08278,3.07,1.07,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
68000,1000,100,1100.0,349.41,256.0,283.22333,283.0,1136,11.36,346.41,100,89.71,76.0,76,83.30322,3.04,1.04,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
69000,1000,100,1085.0,345.04,223.5,281.48215,320.0,1042,10.42,341.3,100,85.62,76.0,76,58.68505,3.04,1.04,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
70000,1000,100,1010.0,284.2,209.5,207.65788,289.0,844,8.44,284.1,100,108.96,76.0,76,142.84358,3.05,1.05,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
71000,1000,100,1094.0,380.95,263.5,299.29468,425.0,1211,12.11,377.4,100,79.35,76.0,76,17.002573,3.02,1.02,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
72000,1000,100,1100.0,354.27,243.5,277.19974,352.0,1304,13.04,350.27,100,118.28,76.0,76,142.79579,3.1,1.1,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
73000,1000,100,1080.0,305.79,218.5,230.85136,276.0,864,8.64,304.2,100,92.56,76.0,76,82.14844,3.05,1.05,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
74000,1000,100,1075.0,277.29,182.5,225.30533,220.0,729,7.29,276.54,100,87.7,76.0,76,56.02327,3.05,1.05,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
75000,1000,100,1088.0,300.73,242.5,226.08183,212.0,852,8.52,298.4,100,99.76,76.0,76,117.84482,3.05,1.05,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
76000,1000,100,1060.0,409.3,352.0,261.02008,411.0,1306,13.06,407.64,100,97.13,76.0,76,93.91405,3.05,1.05,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
77000,1000,100,1092.0,353.3,292.0,236.7346,236.0,1021,10.21,351.45,100,90.8,76.0,76,83.54743,3.03,1.03,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
78000,1000,100,1099.0,375.08,309.5,265.53577,338.0,1315,13.15,372.8,100,112.4,76.0,76,149.89326,3.07,1.07,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
79000,1000,100,1096.0,373.0,318.0,262.53812,381.0,1242,12.42,369.65,100,85.31,76.0,76,63.91694,3.02,1.02,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
80000,1000,100,1098.0,321.23,223.5,274.31827,293.0,904,9.04,316.88,100,94.0,76.0,76,98.16659,3.04,1.04,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
81000,1000,100,1075.0,329.69,258.5,238.85304,318.0,1051,10.51,328.22,100,86.12,76.0,76,76.801544,3.02,1.02,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
82000,1000,100,1095.0,396.28,268.0,316.64017,465.0,1348,13.48,392.19,100,107.78,76.0,76,137.05511,3.06,1.06,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
83000,1000,100,1087.0,355.35,248.5,286.3062,373.0,1065,10.65,351.62,100,98.53,76.0,76,105.54318,3.05,1.05,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
84000,811,100,810.0,233.14,159.5,173.03299,198.0,632,6.32,233.14,100,99.32,76.0,76,111.14032,3.06,1.06,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
85000,1000,100,1083.0,402.26,345.5,270.56995,436.0,1424,14.24,401.08,100,93.31,76.0,76,93.4729,3.04,1.04,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
86000,1000,100,1100.0,370.33,254.5,302.11392,417.0,1146,11.46,366.46,100,105.24,76.0,76,127.40853,3.06,1.06,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
87000,1000,100,1088.0,317.91,230.5,230.74048,279.0,1031,10.31,317.03,100,90.17,76.0,76,92.54674,3.04,1.04,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
88000,1000,100,1043.0,269.08,180.0,199.22916,214.0,687,6.87,268.29,100,87.59,76.0,76,87.23115,3.03,1.03,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
89000,1000,100,1069.0,306.78,203.5,232.31833,213.0,1093,10.93,305.49,100,113.75,76.0,76,149.03639,3.07,1.07,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
90000,925,100,924.0,280.41,180.0,199.8972,257.0,756,7.56,280.41,100,102.99,76.0,76,113.33037,3.07,1.07,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
91000,1000,100,1071.0,344.73,282.5,242.76668,334.0,1120,11.2,343.36,100,84.27,76.0,76,60.959297,3.03,1.03,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
92000,1000,100,1087.0,310.26,209.0,251.15613,317.0,925,9.25,308.04,100,113.51,76.0,76,141.63506,3.08,1.08,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
93000,1000,100,1082.0,331.11,188.0,291.75208,326.0,1025,10.25,327.44,100,96.21,76.0,76,113.1841,3.04,1.04,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
94000,988,100,987.0,232.57,184.0,154.14479,151.0,611,6.11,232.57,100,87.34,76.0,76,60.14602,3.04,1.04,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
95000,1000,100,1078.0,300.52,201.0,242.27226,242.0,813,8.13,299.19,100,100.52,76.0,76,108.979675,3.06,1.06,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
96000,1000,100,1043.0,286.41,249.0,175.17175,222.0,685,6.85,285.98,100,94.65,76.0,76,99.7187,3.05,1.05,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
97000,1000,100,1084.0,321.31,183.5,246.22623,374.0,885,8.85,319.9,100,82.52,76.0,76,55.333073,3.01,1.01,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
98000,964,100,963.0,296.05,217.5,212.02219,254.0,804,8.04,296.05,100,102.21,76.0,76,120.15091,3.05,1.05,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
99000,1000,100,1079.0,298.5,215.5,218.85577,282.0,838,8.38,297.71,100,115.91,76.0,76,144.46765,3.09,1.09,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
100000,820,100,819.0,218.76,145.0,162.73518,134.0,557,5.57,218.76,0,105.88,76.0,76,114.20308,3.07,1.07,0.1,0.2,,Roulette,,2,1770935436-2,d0a33f067c03ddc3,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
