generation,steps_per_gen,population_size,fitness_best,fitness_mean,fitness_median,fitness_std,fitness_iqr,food_eaten_total,food_eaten_mean,survival_steps_mean,reproductions_total,params_mean,params_median,params_best,params_std,layers_mean,hidden_mean,mutation_rate,mutation_sigma,crossover_rate,selection_mode,tournament_k,seed,run_id,config_hash,git_commit
39000,1000,100,1039.0,231.04,161.5,169.57016,147.0,539,5.39,230.65,100,77.99,67.0,67,76.36312,3.02,1.02,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
40000,777,100,776.0,276.85,214.0,187.80728,235.0,715,7.15,276.85,100,90.34,67.0,67,105.651886,3.06,1.06,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
41000,1000,100,1064.0,238.19,182.0,154.7952,175.0,533,5.33,237.55,100,88.24,67.0,67,99.177414,3.06,1.06,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
42000,852,100,851.0,273.55,218.5,176.3218,240.0,655,6.55,273.55,100,86.1,67.0,67,99.05167,3.04,1.04,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
43000,831,100,830.0,223.27,168.0,146.63,138.0,488,4.88,223.27,100,70.5,67.0,67,26.415337,3.01,1.01,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
44000,1000,100,1099.0,292.08,181.5,239.93103,256.0,711,7.11,291.09,100,70.07,67.0,67,21.975555,3.02,1.02,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
45000,1000,100,1042.0,263.59,174.0,211.06998,199.0,614,6.14,263.17,100,80.59,67.0,67,87.78042,3.03,1.03,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
46000,1000,100,1081.0,307.81,211.0,254.46773,312.0,790,7.9,304.39,100,71.88,67.0,67,45.643894,3.04,1.04,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
47000,1000,100,1084.0,261.04,217.0,175.77275,240.0,583,5.83,260.2,100,93.17,67.0,67,115.01168,3.05,1.05,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
48000,1000,100,1069.0,285.19,194.0,200.28304,243.0,688,6.88,284.5,100,81.78,67.0,67,87.060936,3.04,1.04,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
49000,1000,100,1096.0,299.93,200.5,240.17578,244.0,758,7.58,298.8,100,86.12,67.0,67,91.036804,3.05,1.05,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
50000,1000,100,1068.0,291.76,184.5,235.59407,285.0,744,7.44,290.64,100,81.83,67.0,67,71.01465,3.05,1.05,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
51000,1000,100,1100.0,293.94,234.0,205.36592,251.0,725,7.25,291.49,100,76.61,67.0,67,73.27446,3.02,1.02,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
52000,1000,100,1079.0,308.41,246.5,220.97171,223.0,816,8.16,307.62,100,86.59,67.0,67,86.34422,3.06,1.06,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
53000,799,100,798.0,230.04,168.0,154.47388,172.0,495,4.95,230.04,100,67.85,67.0,67,4.587756,3.02,1.02,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
54000,1000,100,1047.0,304.88,199.0,239.80914,300.0,784,7.84,302.88,100,99.36,67.0,67,125.29653,3.07,1.07,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
55000,1000,100,1074.0,365.91,323.0,259.44656,374.0,1015,10.15,363.6,100,89.88,67.0,67,104.10788,3.07,1.07,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
56000,1000,100,1047.0,332.31,218.5,273.98196,359.0,910,9.1,331.39,100,66.37,67.0,67,6.0044246,3.0,1.0,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
57000,1000,100,1093.0,357.38,332.0,225.14699,393.0,975,9.75,355.71,100,78.64,67.0,67,75.26632,3.03,1.03,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
58000,1000,100,1032.0,259.38,220.5,172.14522,201.0,709,7.09,259.06,100,90.74,67.0,67,102.665215,3.05,1.05,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
59000,1000,100,1082.0,256.22,160.5,195.11847,178.0,658,6.58,255.4,100,90.37,67.0,67,104.2588,3.06,1.06,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
60000,1000,100,1053.0,274.43,190.0,212.3484,251.0,667,6.67,273.47,100,98.43,67.0,67,122.15156,3.07,1.07,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
61000,1000,100,1080.0,304.85,223.5,216.73671,277.0,808,8.08,304.05,100,85.1,67.0,67,83.450806,3.05,1.05,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
62000,1000,100,1096.0,323.06,222.5,248.18965,331.0,873,8.73,321.62,100,89.46,67.0,67,96.24251,3.07,1.07,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
63000,1000,100,1083.0,348.46,277.0,251.24562,390.0,1009,10.09,345.8,100,72.8,67.0,67,41.314167,3.02,1.02,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
64000,1000,100,1098.0,399.78,304.5,308.4112,415.0,1407,14.07,393.51,100,83.71,67.0,67,86.79422,3.06,1.06,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
65000,1000,100,1053.0,331.88,251.0,220.6342,312.0,1017,10.17,331.35,100,74.22,67.0,67,38.124672,3.04,1.04,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
66000,1000,100,1036.0,309.6,243.5,213.28893,337.0,817,8.17,309.24,100,70.76,67.0,67,27.654007,3.02,1.02,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
67000,787,100,786.0,299.42,242.5,197.95363,308.0,851,8.51,299.42,100,102.51,67.0,67,139.06271,3.07,1.07,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
68000,1000,100,1086.0,333.94,235.5,250.88847,343.0,937,9.37,331.89,100,86.76,67.0,67,106.2195,3.04,1.04,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
69000,1000,100,1065.0,304.32,212.0,248.4454,227.0,795,7.95,302.63,100,84.83,67.0,67,99.232056,3.05,1.05,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
70000,737,100,736.0,192.0,133.0,121.15956,101.0,402,4.02,192.0,100,76.08,67.0,67,65.5647,3.04,1.04,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
71000,1000,100,1059.0,303.83,228.0,218.78323,274.0,848,8.48,303.15,100,82.44,67.0,67,86.352875,3.04,1.04,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
72000,1000,100,1090.0,389.42,270.5,291.96695,477.0,1111,11.11,385.59,100,81.19,67.0,67,65.19028,3.06,1.06,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
73000,1000,100,1100.0,409.13,299.5,293.0264,433.0,1232,12.32,406.04,100,88.79,67.0,67,89.7799,3.08,1.08,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
74000,1000,100,1064.0,359.44,300.5,246.64183,334.0,1266,12.66,357.82,100,88.52,67.0,67,110.085945,3.05,1.05,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
75000,1000,100,1082.0,346.69,203.5,296.88553,374.0,1133,11.33,341.57,100,77.08,67.0,67,67.152855,3.03,1.03,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
76000,1000,100,1086.0,471.68,344.0,329.66135,645.0,1617,16.17,465.97,100,92.84,67.0,67,114.631165,3.05,1.05,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
77000,1000,100,1095.0,397.54,268.0,316.09448,452.0,1164,11.64,391.89,100,74.41,67.0,67,55.0489,3.03,1.03,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
78000,1000,100,1090.0,377.61,313.5,279.9375,453.0,1083,10.83,374.0,100,76.36,67.0,67,71.543144,3.03,1.03,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
79000,1000,100,1088.0,320.21,244.5,225.7133,228.0,842,8.42,319.16,100,81.1,67.0,67,87.984604,3.03,1.03,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
80000,1000,100,1090.0,335.59,198.5,266.61163,430.0,938,9.38,333.59,100,77.78,67.0,67,79.45809,3.02,1.02,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
81000,1000,100,1096.0,300.73,188.0,263.27963,225.0,832,8.32,297.15,100,83.56,67.0,67,83.15161,3.06,1.06,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
82000,1000,100,1055.0,277.54,230.0,208.5808,215.0,740,7.4,276.99,100,97.79,67.0,67,124.71348,3.08,1.08,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
83000,1000,100,1068.0,322.32,288.0,223.6405,235.0,1022,10.22,321.02,100,76.38,67.0,67,51.90041,3.04,1.04,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
84000,1000,100,1089.0,408.14,285.5,313.06857,503.0,1373,13.73,404.3,100,89.76,67.0,67,107.753334,3.07,1.07,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
85000,1000,100,1083.0,300.54,182.5,239.28947,289.0,915,9.15,298.81,100,88.55,67.0,67,108.79892,3.05,1.05,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
86000,1000,100,1072.0,342.15,271.5,257.32397,333.0,926,9.26,340.66,100,82.19,67.0,67,71.83996,3.05,1.05,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
87000,1000,100,1060.0,307.27,208.0,226.5409,305.0,892,8.92,306.67,100,94.52,67.0,67,122.41914,3.05,1.05,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
88000,1000,100,1098.0,261.23,199.5,186.08638,200.0,652,6.52,260.25,100,84.96,67.0,67,97.7643,3.04,1.04,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
89000,1000,100,1035.0,269.12,174.5,201.85388,221.0,637,6.37,268.77,100,96.88,67.0,67,115.00615,3.09,1.09,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
90000,1000,100,1051.0,320.61,257.0,228.89575,341.0,934,9.34,320.1,100,95.92,67.0,67,124.590614,3.06,1.06,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
91000,923,100,922.0,336.7,250.5,236.662,405.0,1133,11.33,336.7,100,89.33,67.0,67,103.86712,3.05,1.05,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
92000,1000,100,1073.0,275.11,215.5,196.521,248.0,779,7.79,274.38,100,71.47,67.0,67,30.20084,3.03,1.03,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
93000,1000,100,1100.0,439.14,301.5,330.08105,526.0,1550,15.5,429.58,100,96.57,67.0,67,130.34601,3.07,1.07,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
94000,1000,100,1061.0,294.25,196.0,226.873,273.0,935,9.35,293.21,100,81.09,67.0,67,85.17538,3.04,1.04,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
95000,1000,100,1062.0,304.35,190.5,235.83665,304.0,889,8.89,303.6,100,73.01,67.0,67,41.89906,3.02,1.02,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
96000,878,100,877.0,290.71,239.5,199.36911,238.0,925,9.25,290.71,100,97.16,67.0,67,129.66847,3.05,1.05,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
97000,1000,100,1072.0,361.07,285.5,251.51625,323.0,1205,12.05,358.33,100,87.78,67.0,67,108.473045,3.04,1.04,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
98000,1000,100,1058.0,378.76,318.0,270.79062,428.0,1227,12.27,377.89,100,75.97,67.0,67,58.20955,3.03,1.03,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
99000,1000,100,1050.0,329.57,249.5,232.63574,251.0,1092,10.92,328.52,100,82.83,67.0,67,87.0447,3.04,1.04,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
100000,999,100,998.0,317.03,193.5,258.00266,372.0,1028,10.28,317.03,0,105.72,67.0,67,145.89061,3.07,1.07,0.1,0.2,,Roulette,,2,1770989741-2,519953c9dc2e2529,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
