generation,steps_per_gen,population_size,fitness_best,fitness_mean,fitness_median,fitness_std,fitness_iqr,food_eaten_total,food_eaten_mean,survival_steps_mean,reproductions_total,params_mean,params_median,params_best,params_std,layers_mean,hidden_mean,mutation_rate,mutation_sigma,crossover_rate,selection_mode,tournament_k,seed,run_id,config_hash,git_commit
32000,1000,100,1063.0,233.41,183.0,157.73106,169.0,594,5.94,232.78,100,83.57,76.0,76,45.053856,3.02,1.02,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
33000,799,100,798.0,217.1,160.0,141.60814,152.0,495,4.95,217.1,100,121.22,76.0,76,156.76122,3.09,1.09,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
34000,616,100,615.0,254.83,224.5,132.09209,201.0,679,6.79,254.83,100,82.36,76.0,76,48.9415,3.03,1.03,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
35000,710,100,709.0,233.55,203.5,133.5453,145.0,624,6.24,233.55,100,91.76,76.0,76,97.01928,3.03,1.03,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
36000,807,100,806.0,238.26,215.5,145.05522,134.0,606,6.06,238.26,100,94.71,76.0,76,96.09935,3.04,1.04,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
37000,1000,100,1051.0,197.19,160.0,128.17345,121.0,453,4.53,196.68,100,110.96,76.0,76,141.38087,3.06,1.06,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
38000,1000,100,1061.0,284.42,190.5,227.6167,248.0,838,8.38,283.54,100,111.87,76.0,76,134.9007,3.09,1.09,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
39000,1000,100,1062.0,312.95,232.5,219.16922,267.0,896,8.96,312.11,100,106.67,76.0,76,112.97777,3.09,1.09,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
40000,1000,100,1067.0,323.55,237.5,225.0995,270.0,993,9.93,322.88,100,89.05,76.0,76,69.14226,3.04,1.04,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
41000,1000,100,1053.0,280.29,190.0,209.50308,255.0,743,7.43,279.76,100,102.43,76.0,76,115.177,3.09,1.09,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
42000,1000,100,1088.0,472.33,458.0,288.86157,404.0,1803,18.03,468.34,100,104.65,76.0,76,122.36609,3.06,1.06,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
43000,1000,100,1076.0,258.5,154.5,217.18318,204.0,701,7.01,257.74,100,90.02,76.0,76,73.26187,3.04,1.04,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
44000,1000,100,1097.0,412.31,328.0,313.12018,336.0,1506,15.06,404.66,100,98.31,76.0,76,96.194115,3.06,1.06,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
45000,1000,100,1094.0,317.86,206.0,235.30467,319.0,1060,10.6,316.58,100,86.86,76.0,76,79.8352,3.02,1.02,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
46000,1000,100,1097.0,316.96,231.5,253.70845,246.0,1019,10.19,313.22,100,87.52,76.0,76,63.63812,3.04,1.04,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
47000,1000,100,1077.0,243.93,183.0,185.47462,141.0,614,6.14,242.64,100,80.82,76.0,76,40.712498,3.02,1.02,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
48000,1000,100,1001.0,247.27,172.5,185.35269,215.0,650,6.5,247.26,100,88.8,76.0,76,78.88902,3.03,1.03,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
49000,1000,100,1066.0,281.02,202.5,212.9909,181.0,904,9.04,279.78,100,101.16,76.0,76,114.43083,3.08,1.08,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
50000,1000,100,1092.0,284.59,191.0,219.70102,193.0,883,8.83,282.54,100,127.81,76.0,76,154.37512,3.12,1.12,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
51000,1000,100,1095.0,420.12,259.0,353.64798,524.0,1531,15.31,408.2,100,98.84,76.0,76,104.646706,3.06,1.06,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
52000,1000,100,1094.0,358.77,257.0,277.3041,339.0,1222,12.22,354.01,100,89.79,76.0,76,85.73214,3.03,1.03,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
53000,1000,100,1096.0,352.05,240.0,258.8544,347.0,1178,11.78,349.59,100,126.88,76.0,76,177.42049,3.09,1.09,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
54000,1000,100,1088.0,344.96,276.0,268.91086,309.0,973,9.73,340.85,100,80.91,76.0,76,45.4797,3.02,1.02,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
55000,1000,100,1094.0,308.69,218.0,249.34053,328.0,741,7.41,306.28,100,90.76,76.0,76,76.14812,3.04,1.04,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
56000,1000,100,1093.0,450.61,424.0,299.55392,493.0,1251,12.51,446.45,100,92.47,76.0,76,89.2007,3.05,1.05,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
57000,1000,100,1099.0,406.51,288.5,321.03815,419.0,1164,11.64,398.55,100,91.97,76.0,76,79.27921,3.05,1.05,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
58000,1000,100,1087.0,383.69,311.5,278.17526,349.0,1058,10.58,379.52,100,95.55,76.0,76,105.449066,3.05,1.05,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
59000,1000,100,1092.0,321.1,285.5,217.08473,309.0,895,8.95,320.18,100,104.06,76.0,76,107.33873,3.12,1.12,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
60000,1000,100,1077.0,446.98,377.5,316.9586,503.0,1296,12.96,441.87,100,96.6,76.0,76,104.34785,3.06,1.06,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
61000,1000,100,1093.0,313.8,220.0,250.92226,272.0,818,8.18,310.84,100,96.97,76.0,76,104.82151,3.04,1.04,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
62000,745,100,744.0,291.88,212.0,185.90434,335.0,822,8.22,291.88,100,94.82,76.0,76,93.87611,3.06,1.06,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
63000,1000,100,1057.0,358.65,288.0,241.00246,405.0,953,9.53,357.81,100,93.97,76.0,76,94.06571,3.04,1.04,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
64000,1000,100,1097.0,467.95,390.5,305.00455,459.0,1621,16.21,461.93,100,97.05,76.0,76,115.02837,3.03,1.03,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
65000,1000,100,1093.0,467.59,357.0,335.55865,635.0,1619,16.19,460.02,100,102.85,76.0,76,106.71099,3.07,1.07,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
66000,1000,100,1092.0,411.72,311.5,281.34692,467.0,1222,12.22,409.93,100,94.29,76.0,76,103.197845,3.03,1.03,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
67000,1000,100,1097.0,364.71,301.0,257.4004,286.0,1048,10.48,362.44,100,83.62,76.0,76,58.802845,3.02,1.02,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
68000,1000,100,1100.0,449.4,388.0,305.76654,429.0,1429,14.29,440.96,100,90.57,76.0,76,81.64317,3.04,1.04,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
69000,1000,100,1080.0,355.96,318.5,223.41179,344.0,1111,11.11,354.63,100,99.07,76.0,76,107.489944,3.07,1.07,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
70000,1000,100,1083.0,403.2,327.0,282.5649,413.0,1389,13.89,400.24,100,99.4,76.0,76,106.359184,3.06,1.06,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
71000,1000,100,1100.0,521.12,503.0,338.57047,655.0,1978,19.78,512.12,100,110.26,76.0,76,126.52784,3.08,1.08,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
72000,1000,100,1100.0,626.57,588.5,399.94507,870.0,2366,23.66,600.39,100,90.92,76.0,76,71.654526,3.05,1.05,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
73000,1000,100,1099.0,492.19,323.0,362.88745,661.0,1682,16.82,476.3,100,94.86,76.0,76,88.86907,3.06,1.06,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
74000,1000,100,1082.0,557.57,499.0,347.51456,677.0,2073,20.73,549.7,100,90.75,76.0,76,86.16315,3.06,1.06,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
75000,1000,100,1100.0,485.73,403.0,341.8152,556.0,1737,17.37,473.5,100,93.27,76.0,76,97.23032,3.06,1.06,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
76000,1000,100,1096.0,537.78,502.0,308.40363,530.0,1977,19.77,530.81,100,83.09,76.0,76,59.18282,3.03,1.03,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
77000,1000,100,1099.0,457.23,397.5,285.0396,379.0,1588,15.88,454.6,100,90.32,76.0,76,90.70368,3.04,1.04,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
78000,1000,100,1088.0,424.8,322.5,311.49237,476.0,1535,15.35,419.18,100,102.1,76.0,76,98.71071,3.08,1.08,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
79000,1000,100,1097.0,574.77,578.5,336.7292,574.0,2140,21.4,561.15,100,83.3,76.0,76,62.97923,3.01,1.01,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
80000,1000,100,1100.0,481.89,343.0,358.41806,747.0,1984,19.84,473.54,100,101.25,76.0,76,120.97118,3.07,1.07,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
81000,1000,100,1100.0,524.52,483.5,350.06357,687.0,2016,20.16,512.93,100,100.43,76.0,76,109.679184,3.06,1.06,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
82000,1000,100,1099.0,519.36,434.0,368.7993,786.0,1962,19.62,507.89,100,86.74,76.0,76,73.22465,3.03,1.03,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
83000,1000,100,1096.0,478.92,336.0,347.185,640.0,1658,16.58,469.44,100,89.34,76.0,76,81.48285,3.03,1.03,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
84000,1000,100,1096.0,377.54,268.5,284.0559,390.0,1176,11.76,372.13,100,96.9,76.0,76,86.380165,3.08,1.08,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
85000,830,100,829.0,279.41,214.5,172.17006,243.0,795,7.95,279.41,100,97.16,76.0,76,108.51358,3.05,1.05,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
86000,1000,100,1097.0,392.3,235.5,325.02945,477.0,1241,12.41,386.24,100,96.54,76.0,76,109.92014,3.05,1.05,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
87000,1000,100,1097.0,400.67,262.5,313.50476,380.0,1251,12.51,392.47,100,88.55,76.0,76,88.73143,3.02,1.02,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
88000,1000,100,1100.0,362.23,172.0,300.22052,435.0,1225,12.25,359.15,100,94.27,76.0,76,87.12496,3.05,1.05,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
89000,1000,100,1091.0,424.59,303.0,306.44495,500.0,1433,14.33,419.76,100,97.79,76.0,76,92.7192,3.09,1.09,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
90000,1000,100,1090.0,492.32,382.0,322.36136,626.0,1669,16.69,487.34,100,94.0,76.0,76,84.42298,3.05,1.05,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
91000,1000,100,1093.0,499.94,414.5,351.23447,632.0,1625,16.25,491.53,100,86.24,76.0,76,78.092354,3.02,1.02,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
92000,1000,100,1063.0,332.44,255.5,232.03036,254.0,849,8.49,331.55,100,85.03,76.0,76,69.32935,3.04,1.04,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
93000,1000,100,1096.0,535.14,473.5,363.69275,767.0,1641,16.41,522.24,100,108.25,76.0,76,143.94168,3.07,1.07,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
94000,1000,100,1069.0,366.29,274.5,247.59842,375.0,994,9.94,364.94,100,88.27,76.0,76,86.631874,3.02,1.02,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
95000,1000,100,1100.0,468.22,387.5,305.08197,471.0,1562,15.62,460.55,100,83.12,76.0,76,50.011017,3.03,1.03,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
96000,1000,100,1077.0,295.9,220.0,207.8052,224.0,743,7.43,294.36,100,89.15,76.0,76,77.01208,3.04,1.04,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
97000,1000,100,1095.0,492.14,449.0,284.99042,369.0,1496,14.96,486.9,100,101.14,76.0,76,121.95988,3.04,1.04,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
98000,1000,100,1092.0,431.44,340.0,291.3028,509.0,1213,12.13,428.24,100,99.3,76.0,76,109.09191,3.05,1.05,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
99000,1000,100,1098.0,561.72,563.0,366.614,751.0,1801,18.01,545.72,100,95.86,76.0,76,99.5138,3.05,1.05,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
100000,1000,100,1092.0,465.42,390.5,325.3228,489.0,1348,13.48,457.37,0,87.61,76.0,76,67.88795,3.04,1.04,0.1,0.2,,Roulette,,50,1770935463-50,295d35b545626ef5,2cec35afc45bee3502f34d4549a7cbf6fbae8ba6
